Fic number,Sentence number,Word,POS,IOB
0,53,been,VBN,
0,53,Crowley,NNP,
0,53,-,:,
0,53,that,IN,
0,53,complete,JJ,
0,53,fucker,NN,
0,53,–,NNP,
0,53,_oh,NN,
0,53,",",",",
0,53,she,PRP,
0,53,wanted,VBD,
0,53,to,TO,
0,53,rip,VB,
0,53,him,PRP,
0,53,apart,RB,
0,53,limb,NN,
0,53,by,IN,
0,53,limb,NN,
0,53,!,.,
0,53,_,NN,
0,53,She,PRP,
0,53,didn,VBZ,
0,53,’,JJ,
0,53,t,NN,
0,53,remember,VB,
0,53,his,PRP$,
0,53,name,NN,
0,53,from,IN,
0,53,before,IN,
0,53,.,.,
0,54,She,PRP,
0,54,didn,VBZ,
0,54,’,JJ,
0,54,t,NNS,
0,54,even,RB,
0,54,remember,VB,
0,54,her,PRP$,
0,54,own,JJ,
0,54,.,.,
0,55,Only,RB,
0,55,Lucifer,NNP,
0,55,held,VBD,
0,55,that,IN,
0,55,favour,NN,
0,55,",",",",
0,55,it,PRP,
0,55,seemed,VBD,
0,55,.,.,
0,56,_No,NN,
0,56,matter_,NN,
0,56,",",",",
0,56,she,PRP,
0,56,thought,VBD,
0,56,bitterly,RB,
0,56,.,.,
0,57,And,CC,
0,57,now,RB,
0,57,it,PRP,
0,57,was,VBD,
0,57,just,RB,
0,57,herself,PRP,
0,57,.,.,
0,58,And,CC,
0,58,she,PRP,
0,58,was,VBD,
0,58,feeling,VBG,
0,58,utterly,RB,
0,58,and,CC,
0,58,completely,RB,
0,58,alone,RB,
0,58,.,.,
0,59,_It,JJ,
0,59,wasn,NN,
0,59,’,NNP,
0,59,t,NN,
0,59,fair_,NN,
0,59,.,.,
0,60,Not,RB,
0,60,that,IN,
0,60,many,JJ,
0,60,things,NNS,
0,60,had,VBD,
0,60,been,VBN,
0,60,fair,JJ,
0,60,back,RB,
0,60,in,IN,
0,60,Hell,NNP,
0,60,.,.,
0,61,_Hah,NN,
0,61,",",",",
0,61,imagine,JJ,
0,61,that_,NN,
0,61,.,.,
0,62,She,PRP,
0,62,was,VBD,
0,62,contemplating,VBG,
0,62,making,VBG,
0,62,some,DT,
0,62,mischief,NN,
0,62,and,CC,
0,62,fucking,VBG,
0,62,up,RP,
0,62,the,DT,
0,62,Tube,NNP,
0,62,during,IN,
0,62,rush,JJ,
0,62,hour,NN,
0,62,when,WRB,
0,62,she,PRP,
0,62,felt,VBD,
0,62,something,NN,
0,62,electric,JJ,
0,62,whizz,NN,
0,62,by,IN,
0,62,.,.,
0,63,She,PRP,
0,63,raised,VBD,
0,63,her,PRP,
0,63,eyes,NNS,
0,63,in,IN,
0,63,concern,NN,
0,63,",",",",
0,63,Hellfire,NNP,
0,63,at,IN,
0,63,the,DT,
0,63,ready,NN,
0,63,in,IN,
0,63,the,DT,
0,63,palm,NN,
0,63,of,IN,
0,63,her,PRP$,
0,63,hand,NN,
0,63,.,.,
0,64,Whatever,WDT,
0,64,whizzed,VBN,
0,64,by,IN,
0,64,was,VBD,
0,64,something,NN,
0,64,in,IN,
0,64,muted,JJ,
0,64,grays,NNS,
0,64,and,CC,
0,64,smelled,VBD,
0,64,faintly,RB,
0,64,like,IN,
0,64,lavender,NN,
0,64,.,.,
0,65,She,PRP,
0,65,growled,VBD,
0,65,.,.,
0,66,_Of,JJ,
0,66,course,NN,
0,66,those,DT,
0,66,shits,NNS,
0,66,Downstairs,NNP,
0,66,told,VBD,
0,66,the,DT,
0,66,angels,NNS,
0,66,that,IN,
0,66,she,PRP,
0,66,was,VBD,
0,66,residing,VBG,
0,66,on,IN,
0,66,Earth,NNP,
0,66,now_,NN,
0,66,.,.,
0,67,Had,NNP,
0,67,been,VBN,
0,67,for,IN,
0,67,the,DT,
0,67,last,JJ,
0,67,three,CD,
0,67,months,NNS,
0,67,.,.,
0,68,‘,JJ,
0,68,Bee,NNP,
0,68,!,.,
0,68,’,NN,
0,68,she,PRP,
0,68,could,MD,
0,68,hear,VB,
0,68,an,DT,
0,68,annoying,JJ,
0,68,voice,NN,
0,68,she,PRP,
0,68,knew,VBD,
0,68,too,RB,
0,68,well,RB,
0,68,.,.,
0,69,_Well,NN,
0,69,",",",",
0,69,not,RB,
0,69,too,RB,
0,69,well,RB,
0,69,",",",",
0,69,but,CC,
0,69,well,RB,
0,69,enough_,RB,
0,69,.,.,
0,70,‘,VB,
0,70,What,WP,
0,70,is,VBZ,
0,70,it,PRP,
0,70,",",",",
0,70,Gabe,NNP,
0,70,?,.,
0,70,’,NN,
0,70,she,PRP,
0,70,snarled,VBD,
0,70,.,.,
0,71,Two,CD,
0,71,could,MD,
0,71,play,VB,
0,71,at,IN,
0,71,this,DT,
0,71,game,NN,
0,71,.,.,
0,72,_Address,IN,
0,72,me,PRP,
0,72,with,IN,
0,72,something,NN,
0,72,insulting,NN,
0,72,",",",",
0,72,you,PRP,
0,72,’,VBP,
0,72,ll,JJ,
0,72,get,VB,
0,72,something,NN,
0,72,insulting,VBG,
0,72,right,JJ,
0,72,back._,NN,
0,72,She,PRP,
0,72,lifted,VBD,
0,72,her,PRP,
0,72,eyes,NNS,
0,72,and,CC,
0,72,looked,VBD,
0,72,at,IN,
0,72,him,PRP,
0,72,.,.,
0,73,He,PRP,
0,73,was,VBD,
0,73,clad,VBN,
0,73,in,IN,
0,73,sweatpants,NNS,
0,73,and,CC,
0,73,a,DT,
0,73,jumper,NN,
0,73,.,.,
0,74,They,PRP,
0,74,had,VBD,
0,74,tiny,JJ,
0,74,wings,NNS,
0,74,on,IN,
0,74,them,PRP,
0,74,.,.,
0,75,She,PRP,
0,75,couldn,VBD,
0,75,’,NNP,
0,75,t,NN,
0,75,help,NN,
0,75,a,DT,
0,75,snort,NN,
0,75,.,.,
0,76,No,DT,
0,76,matter,NN,
0,76,the,DT,
0,76,faith,NN,
0,76,crisis,NN,
0,76,.,.,
0,77,The,DT,
0,77,incertitude,NN,
0,77,.,.,
0,78,The,DT,
0,78,fear,NN,
0,78,.,.,
0,79,She,PRP,
0,79,had,VBD,
0,79,an,DT,
0,79,angel,NN,
0,79,in,IN,
0,79,front,NN,
0,79,of,IN,
0,79,her,PRP$,
0,79,that,WDT,
0,79,thought,VBD,
0,79,it,PRP,
0,79,a,DT,
0,79,good,JJ,
0,79,idea,NN,
0,79,to,TO,
0,79,jog,VB,
0,79,while,IN,
0,79,donning,VBG,
0,79,clothes,NNS,
0,79,with,IN,
0,79,little,JJ,
0,79,wings,NNS,
0,79,on,IN,
0,79,them,PRP,
0,79,.,.,
0,80,She,PRP,
0,80,looked,VBD,
0,80,down,RB,
0,80,at,IN,
0,80,herself,NN,
0,80,and,CC,
0,80,her,PRP$,
0,80,nondescript,JJ,
0,80,black-,JJ,
0,80,everything,NN,
0,80,and,CC,
0,80,also,RB,
0,80,had,VBD,
0,80,a,DT,
0,80,little,JJ,
0,80,chuckle,NN,
0,80,.,.,
0,81,_Adhering,VBG,
0,81,to,TO,
0,81,their,PRP$,
0,81,sides,NNS,
0,81,",",",",
0,81,weren't,NN,
0,81,they,PRP,
0,81,both,DT,
0,81,doing,VBG,
0,81,that,IN,
0,81,masterfully,RB,
0,81,?,.,
0,81,_,JJ,
0,81,‘,NN,
0,81,Why,WRB,
0,81,are,VBP,
0,81,you,PRP,
0,81,doing,VBG,
0,81,that,IN,
0,81,?,.,
0,81,’,VB,
0,81,he,PRP,
0,81,inquired,VBD,
0,81,letting,VBG,
0,81,the,DT,
0,81,‘,NN,
0,81,Gabe,NNP,
0,81,’,NNP,
0,81,drop,NN,
0,81,although,IN,
0,81,it,PRP,
0,81,was,VBD,
0,81,obvious,JJ,
0,81,he,PRP,
0,81,didn,VBZ,
0,81,’,JJ,
0,81,t,RB,
0,81,much,JJ,
0,81,enjoy,IN,
0,81,it,PRP,
0,81,.,.,
0,82,‘,JJ,
0,82,Couldn,NNP,
0,82,’,NNP,
0,82,t,NN,
0,82,help,NN,
0,82,it,PRP,
0,82,",",",",
0,82,could,MD,
0,82,you,PRP,
0,82,?,.,
0,83,Holier,JJR,
0,83,than,IN,
0,83,though,IN,
0,83,knobs.,JJ,
0,83,’,NN,
0,83,He,PRP,
0,83,looked,VBD,
0,83,confused,JJ,
0,83,.,.,
0,84,‘,VB,
0,84,The,DT,
0,84,little,JJ,
0,84,angel,JJ,
0,84,wings,NNS,
0,84,.,.,
0,85,Perfect,NNP,
0,85,angels,NNS,
0,85,.,.,
0,86,Perfect,JJ,
0,86,servants,NNS,
0,86,of,IN,
0,86,the,DT,
0,86,Lord,NNP,
0,86,.,.,
0,87,Beautiful,NNP,
0,87,white,JJ,
0,87,wings,NNS,
0,87,you,PRP,
0,87,have,VBP,
0,87,.,.,
0,88,It,PRP,
0,88,would,MD,
0,88,be,VB,
0,88,a,DT,
0,88,shame,NN,
0,88,if,IN,
0,88,you,PRP,
0,88,didn,VBP,
0,88,’,JJ,
0,88,t,NN,
0,88,display,VBP,
0,88,them,PRP,
0,88,on,IN,
0,88,everything,NN,
0,88,you,PRP,
0,88,wore.,VBP,
0,88,’,IN,
0,88,He,PRP,
0,88,frowned,VBD,
0,88,.,.,
0,89,‘,NN,
0,89,I,PRP,
0,89,haven,VBP,
0,89,’,JJ,
0,89,t,NN,
0,89,thought,VBD,
0,89,about,IN,
0,89,it,PRP,
0,89,that,IN,
0,89,much,JJ,
0,89,",",",",
0,89,’,EX,
0,89,he,PRP,
0,89,said,VBD,
0,89,as,IN,
0,89,he,PRP,
0,89,snapped,VBD,
0,89,his,PRP$,
0,89,fingers,NNS,
0,89,and,CC,
0,89,the,DT,
0,89,embroidered,JJ,
0,89,wings,NNS,
0,89,disappeared,VBD,
0,89,.,.,
0,90,_That,DT,
0,90,was,VBD,
0,90,odd._,JJ,
0,90,‘,NNP,
0,90,What,WP,
0,90,do,VBP,
0,90,you,PRP,
0,90,want,VB,
0,90,",",",",
0,90,wank-wingzzz,VB,
0,90,?,.,
0,90,’,VB,
0,90,This,DT,
0,90,on,IN,
0,90,the,DT,
0,90,other,JJ,
0,90,hand,NN,
0,90,felt,VBD,
0,90,safe,JJ,
0,90,.,.,
0,91,_Familiar_,NN,
0,91,.,.,
0,92,‘,NN,
0,92,I,PRP,
0,92,guess,VBP,
0,92,I,PRP,
0,92,just,RB,
0,92,wanted,VBD,
0,92,to,TO,
0,92,ask,VB,
0,92,you,PRP,
0,92,how,WRB,
0,92,you,PRP,
0,92,’,VBP,
0,92,re,JJ,
0,92,faring,NN,
0,92,.,.,
0,93,With,IN,
0,93,ten,JJ,
0,93,million,CD,
0,93,demons,NNS,
0,93,upset,JJ,
0,93,with,IN,
0,93,you.,JJ,
0,93,’,NNP,
0,93,‘,NNP,
0,93,Fine,NNP,
0,93,and,CC,
0,93,dandy,NN,
0,93,.,.,
0,94,Can,MD,
0,94,’,VB,
0,94,t,NN,
0,94,you,PRP,
0,94,see,VBP,
0,94,?,.,
0,95,That,DT,
0,95,’,VBD,
0,95,s,JJ,
0,95,why,WRB,
0,95,I,PRP,
0,95,took,VBD,
0,95,this,DT,
0,95,extensive,JJ,
0,95,vacation,NN,
0,95,on,IN,
0,95,Earth,NNP,
0,95,.,.,
0,96,Because,IN,
0,96,I,PRP,
0,96,was,VBD,
0,96,doing,VBG,
0,96,so,RB,
0,96,well,RB,
0,96,I,PRP,
0,96,got,VBD,
0,96,a,DT,
0,96,commendation,NN,
0,96,out,IN,
0,96,of,IN,
0,96,it,PRP,
0,96,.,.,
0,97,It,PRP,
0,97,’,VBZ,
0,97,s,VBD,
0,97,the,DT,
0,97,little,JJ,
0,97,perks,NNS,
0,97,at,IN,
0,97,the,DT,
0,97,end,NN,
0,97,of,IN,
0,97,the,DT,
0,97,month,NN,
0,97,",",",",
0,97,you,PRP,
0,97,know,VBP,
0,97,",",",",
0,97,’,JJ,
0,97,she,PRP,
0,97,commented,VBD,
0,97,",",",",
0,97,sarcasm,VB,
0,97,dripping,VBG,
0,97,out,IN,
0,97,of,IN,
0,97,her,PRP$,
0,97,every,DT,
0,97,word,NN,
0,97,.,.,
0,98,Gabriel,NNP,
0,98,did,VBD,
0,98,the,DT,
0,98,unthinkable,JJ,
0,98,and,CC,
0,98,sat,VBD,
0,98,down,RB,
0,98,on,IN,
0,98,the,DT,
0,98,park,NN,
0,98,bench,NN,
0,98,next,IN,
0,98,to,TO,
0,98,her,PRP$,
0,98,.,.,
0,99,She,PRP,
0,99,hissed,VBD,
0,99,.,.,
0,100,_Well,NN,
0,100,",",",",
0,100,more,RBR,
0,100,like,IN,
0,100,buzzed_,NN,
0,100,.,.,
0,101,‘,VB,
0,101,What,WP,
0,101,do,VBP,
0,101,you,PRP,
0,101,think,VB,
0,101,you,PRP,
0,101,’,VBP,
0,101,re,VB,
0,101,doing,VBG,
0,101,?,.,
0,101,’,JJ,
0,101,‘,NN,
0,101,Um…talking,VBG,
0,101,to,TO,
0,101,you,PRP,
0,101,",",",",
0,101,I,PRP,
0,101,guess,RB,
0,101,?,.,
0,101,’,JJ,
0,101,‘,NN,
0,101,_Why_,NN,
0,101,?,.,
0,101,’,JJ,
0,101,‘,NN,
0,101,Dunno,NNP,
0,101,.,.,
0,102,Seemed,VBD,
0,102,the,DT,
0,102,courteous,JJ,
0,102,thing,NN,
0,102,to,TO,
