ficID,ficDataset,senID,Sentiment,Verbs,nerIDs,Clusters,
57,ROMANCE,134,Positive, “ It was quite charming . ”,[],[413],
57,ROMANCE,136,Positive, “ I could n’t help noticing you liked that one . ”,[],"[422, 452, 510]",
57,ROMANCE,138,Negative, “ Wait … ” It had a sticker on it .,[],[428],
57,ROMANCE,140,Neutral, “ _ NGK _ ! ”,[],[432],
57,ROMANCE,141,Positive, “ Angel ! ”,[],[435],
57,ROMANCE,147,Neutral, “ _ You wot ?,[],[510],
57,ROMANCE,148,Neutral," _ ” “ Oh , for Satan ’s sake , angel ! ”",[],[448],
57,ROMANCE,151,Positive," Five phrases , recorded in sequence .",[],[457],
57,ROMANCE,153,Neutral, “ _ I ’ve got a favour … _ ” “ Really ?,[],[452],
57,ROMANCE,154,Neutral," Everything I ’ve ever said to you , and you use that ? ”",[],"[469, 510, 472]",
57,ROMANCE,158,Positive," _ ” “ You ’re such a soft lump , angel , ” the demon grumbled happily .",[],[510],
57,ROMANCE,164,Positive, “ Angel … ” Aziraphale shifted self - consciously .,[],[517],
57,ROMANCE,169,Neutral," “ Oh , you ca n’t be lost for words now , can you ? ”",[],"[536, 510]",
57,ROMANCE,171,Neutral, “ _ NG,[],[545],
70,ROMANCE,0,Neutral," ## In a Name Crowley always called him _ angel _ , but there had been several names since .","[0, 1]","[1, 2]",
70,ROMANCE,1,Negative," “ _ Darling ... ” _ Crowley had traced the word down Aziraphale ’s neck , rendering the articulate angel speechless as they sat on the bookshop sofa .","[2, 3]","[51, 33, 15]",
70,ROMANCE,2,Neutral," It was while lounging on the sofa one cold afternoon when Crowley showed him a picture on his mobile and said , “ Take a look at this duck , _ love . ”","[6, 10]","[17, 51, 19, 33, 27]",
70,ROMANCE,3,Neutral, _ Aziraphale beamed .,[10],[33],
70,ROMANCE,4,Neutral, He awoke one rainy morning in Crowley ’s bed to gentle kisses on the nape of his neck .,"[6, 10]","[30, 51, 33, 36]",
70,ROMANCE,5,Positive," “ Hey , _ handsome _ , ” he whispered against his skin , and Aziraphale ’s cheeks flushed .","[16, 10]",[33],
70,ROMANCE,6,Positive," They were making love in the Bentley when Crowley purred in his ear , “ You feel so good , _ baby . ”","[19, 6]","[51, 48, 50, 53]",
70,ROMANCE,7,Positive, _ Aziraphale sighed as he clutched his shoulders .,[10],[33],
70,ROMANCE,8,Positive," All of these names he treasured , but there was the one moniker he cherished the most .",[10],"[59, 33]",
70,ROMANCE,9,Negative," After their trials , they had dined at The Ritz and went to Crowley ’s Mayfair flat for a nightcap .","[6, 30]","[51, 67, 74, 71]",
70,ROMANCE,10,Neutral," They held one another , and the demon whispered against his lips “ _ My angel . ”",[32],"[73, 74, 77, 80]",
70,ROMANCE,11,Neutral," _ Because after 6000 years , the name finally had meaning .",[],[82],
162,ROMANCE,0,Positive, ## Mise En Place Retirement is suiting Crowley far better than he had expected .,[405],"[0, 1456]",
162,ROMANCE,1,Negative," Instead of finding himself restless and cranky , he ’s found relaxing outlets for his unrelenting energy .",[405],"[1456, 5]",
162,ROMANCE,2,Positive," He has hobbies he enjoys and he maintains a sort of dabbling , freelancing amount of mischief - making that only he gets to judge for and does n’t have to be justified to anyone else .","[405, 13]","[1456, 332]",
162,ROMANCE,3,Positive," As both he and Aziraphale had expected , Crowley took to gardening remarkably well and quickly transformed the overgrown , untended cottage garden into an oasis .","[9, 405, 13]","[1865, 1456, 332]",
162,ROMANCE,5,Negative," Crowley had tried it on a whim , wondering if he could make anything that would get that delicious little moan out of Aziraphale .","[405, 13]","[1456, 1865, 29, 332, 25, 31]",
162,ROMANCE,6,Positive, His first attempt had been a simple Victoria sponge cake with fresh cream and strawberries .,"[405, 13]","[33, 1456, 332]",
162,ROMANCE,7,Positive," He still remembers , with perfect clarity , exactly how Aziraphale ’s eyes had fluttered closed as the first forkful of cake hit his tongue .","[9, 405, 13]","[1865, 40, 1456, 332, 42, 44]",
162,ROMANCE,8,Negative, The breathy moan had been practically indecent and it had sealed Crowley ’s fate as a hobby baker .,[405],"[1456, 49]",
162,ROMANCE,9,Neutral," In the time that they ’ve been living together - in their own cottage , on their own side - Crowley has expanded his repertoire significantly .",[405],"[1456, 57, 93]",
162,ROMANCE,10,Negative," He bakes bread , cakes , tarts , pastries , meringues , really anything that he thinks Aziraphale might like .","[9, 405, 13]","[1865, 1456, 332, 51]",
162,ROMANCE,11,Positive," Anything that earns that noise , that coy smile , and the corresponding warm feeling in his chest .","[405, 13]","[1456, 332]",
162,ROMANCE,12,Negative, These are the thoughts that Crowley is absently considering as he gathers his ingredients and tools together for the challenge he has set himself today .,"[405, 13]","[1456, 388, 332]",
162,ROMANCE,13,Neutral," As much as it pains Crowley to admit it , even to himself , not all of his bakes are first - time successes .",[405],"[1456, 88, 68]",
162,ROMANCE,14,Negative," Equally , as tempting as it is , Crowley does n’t use any of his demonic abilities in ensuring the quality of his final product .",[405],"[1456, 97, 93]",
162,ROMANCE,15,Negative," Although , after one particularly painful crème brûlée episode , Crowley suspects that Aziraphale may have had a very stern word with the oven about what happens to appliances that allow Crowley ’s creations to burn .","[405, 13]","[104, 1456, 1865, 332]",
162,ROMANCE,16,Negative," Any uneven rise , poor crumb , lacklustre flavour , or dryness was entirely the fault of Crowley ’s still - improving skill .",[405],[1456],
162,ROMANCE,17,Neutral," Today , he faces his nemesis for the fourth time .",[46],"[388, 121, 123, 78, 93]",
162,ROMANCE,18,Positive," Today , Crowley will be victorious .","[405, 13]","[388, 1456, 332]",
162,ROMANCE,19,Positive," Today , Crowley WILL make perfect macarons .",[405],"[388, 1456, 86]",
162,ROMANCE,20,Negative, He weighs out his last ingredient into an individual bowl and resists the urge to give the whole lot a thoroughly demonic glare before beginning .,[405],"[1456, 92, 93]",
162,ROMANCE,21,Negative," Aziraphale always says that he can taste when the ingredients have been terrified , even if Crowley does n’t consider it cheating .","[405, 13]","[1456, 1865, 332]",
162,ROMANCE,22,Negative," With everything in its place , Crowley firmly rolls up his sleeves , puts on his black apron , slips off his simple silver wedding ring , and washes from his hands to his elbows .","[405, 13]","[1456, 1865, 332]",
162,ROMANCE,23,Positive, He ’s battle ready and confident that today is the day he will win the war .,"[405, 13]","[388, 159, 1456, 332]",
162,ROMANCE,24,Positive," He tips ground almonds and icing sugar into the food processor and blitzes it in short bursts until it ’s thoroughly combined , then he pours the mix through a fine sieve and makes a fluffy mound in the bowl .","[405, 13]","[168, 1456, 121, 332]",
162,ROMANCE,25,Neutral," He ’s already split the egg whites into two halves , so it ’s easy to mix one half into the almond and sugar mound until he ’s created a smooth paste .","[405, 13]","[178, 179, 1456, 183, 332]",
162,ROMANCE,26,Positive," So far , so good , Crowley is n’t getting flustered yet and the simple mixing and combining is soothing .","[405, 13]","[1456, 332, 137, 139, 143, 145]",
162,ROMANCE,28,Negative," Crowley checks and checks again that everything is where he needs it , slightly adjusting the angle of the sugar thermometer in the pan so he can better supervise its gradual climb .","[405, 13]","[1456, 204, 332, 159]",
162,ROMANCE,29,Positive," Barely daring to move , Crowley watches the rising level of the sugar thermometer , his hands practically itching to start whisking the other half of the egg whites .","[405, 13]","[1456, 332]",
162,ROMANCE,30,Negative," Knowing that he ’s fallen into this trap before , Crowley keeps his hands in tight fights by his sides until the thermometer shows 110 °C and then it ’s all hands on deck for whisking .","[405, 13]","[1456, 221, 223, 171, 172, 332, 175]",
162,ROMANCE,31,Negative," This is , of course , when Aziraphale pads into the kitchen with an air of innocence so carefully crafted that even Crowley almost misses the undercurrent of mischief that he brings with him .","[9, 405]","[1865, 1456]",
162,ROMANCE,33,Neutral," Aziraphale asks , peering into the bubbling saucepan .","[9, 13]","[1865, 191, 332]",
162,ROMANCE,36,Neutral," Crowley ’s answer is terse , but only because he ’s at such a critical point in proceedings .","[405, 13]","[1456, 332]",
162,ROMANCE,37,Negative, Aziraphale holds his hands up in a gesture of surrender and openness as he backs away from the hob .,[9],[1865],
162,ROMANCE,40,Negative," Crowley barely registers the comment , the thermometer is almost at 116 °C and his egg whites are barely foaming yet .","[405, 65]","[1456, 268, 332, 245, 243]",
162,ROMANCE,41,Negative, The familiar macaron anxiety is beginning to creep in and he does n’t want to let it get a foothold .,"[405, 13]","[1456, 276, 332]",
162,ROMANCE,42,Negative," The fridge opens behind him and Aziraphale sighs pointedly , presumably at the lack of nibblable items .","[9, 405, 71]","[1865, 1456, 332]",
162,ROMANCE,43,Negative," Crowley shakes his head a little , focusing back on his egg whites and that overly eager sugar thermometer .","[405, 13]","[1456, 332]",
162,ROMANCE,44,Neutral," At 117.5 °C , the egg whites start to come together into something more workable and Crowley almost cries in relief .","[405, 13]","[289, 1456, 332]",
162,ROMANCE,45,Negative, He plucks the pan off the hob as soon as the sugar thermometer reads 118 °C and begins slowly pouring the sugar syrup down the side of the bowl holding his egg whites .,"[405, 13]","[295, 1456, 277, 332]",
162,ROMANCE,46,Positive," “ I think I ’ve found what I want for a snack , ” Aziraphale says , inviting Crowley ’s comment .","[405, 13]","[1456, 1865, 332]",
162,ROMANCE,48,Negative," Crowley offers , admittedly distracted .",[405],"[1456, 319]",
162,ROMANCE,49,Negative," In answer , Aziraphale sinks his teeth into the meat of Crowley ’s arse .","[9, 405]","[1865, 1456, 294]",
162,ROMANCE,50,Negative," Not hard enough to hurt , but certainly enough to make Crowley jump and flick a blob of meringue out of the bowl .",[405],[1456],
162,ROMANCE,52,Negative," Crowley chides as he puts down the , thankfully empty , saucepan .","[405, 13]","[1456, 332]",
162,ROMANCE,54,Neutral," He twists to look at where Aziraphale is kneeling on the floor behind him , his hands folded primly atop his thighs and a wicked look in his eyes that makes something hot squirm and coil low in Crowley ’s belly .","[405, 13]","[1865, 1456, 326, 332]",
162,ROMANCE,57,Neutral," “ Menace , ” Crowley says decisively and turns back to his whisking .","[405, 13]","[1456, 332, 339, 343]",
162,ROMANCE,58,Positive, The peaks of his meringue are starting to look nicely glossy and he allows himself a moment of pride before adding a tiny drip of gel colouring into the mix .,[405],[1456],
162,ROMANCE,60,Positive, The sight makes him grin and glance back at Aziraphale for a spot of validation .,[405],"[1865, 1456]",
162,ROMANCE,61,Positive," Having not moved from his spot on the floor , Aziraphale nods and smiles encouragingly .",[405],"[1865, 1456]",
162,ROMANCE,62,Positive," Whatever he ’s up to , Crowley decides not to engage and carry on with his macarons .",[405],[1456],
162,ROMANCE,63,Negative, No filthy minded angel is going to cost him his victory today .,[405],"[388, 1456]",
162,ROMANCE,64,Positive," Setting the electric whisk aside , Crowley picks up the palette knife and scrapes the red meringue mixture out on top of the almond and sugar paste from before .",[405],[1456],
162,ROMANCE,65,Negative," This is where he went wrong with attempt number three , he thinks , over mixing at this stage .",[405],"[400, 1456]",
162,ROMANCE,66,Negative," By the time he ’s switched out the palette knife for the spatula , Crowley has almost forgotten about the Aziraphale - shaped distraction waiting to happen .",[405],"[1456, 407]",
162,ROMANCE,67,Negative," The batter is combined and almost at the right consistency when Aziraphale strikes , grabbing the loose linen trousers that Crowley is wearing and yanking them down to his ankles .",[405],"[1865, 1456, 418]",
162,ROMANCE,69,Positive," Crowley yelps , retaining just enough presence of mind to set the spatula down gently before bending to pull his trousers back up .",[405],[1456],
162,ROMANCE,70,Negative," He ’s bent in half , wrestling his waistband out of Aziraphale ’s fingers when the touch of Aziraphale ’s warm tongue across the sensitive patch just behind his balls has him gasping and clutching at the kitchen worktop .","[9, 405]","[1865, 1456]",
162,ROMANCE,71,Negative," Trousers forgotten , Crowley braces himself against the cool granite and tries to breathe .",[405],[1456],
162,ROMANCE,75,Neutral," Crowley rests his forehead on the counter and groans as Aziraphale returns to his task , licking up the seam of Crowley ’s balls and then over his hole in a way that makes Crowley ’s hips jerk .","[405, 9]","[1456, 1865]",
162,ROMANCE,78,Positive, Aziraphale merely hums and licks into Crowley more firmly as if that should be taken as his answer .,[405],"[1456, 481]",
162,ROMANCE,79,Positive," Crowley tries to straighten , to use his posture to dissuade Aziraphale from continuing to torment him but Aziraphale digs his strong thumbs into Crowley ’s buttocks and holds him open .","[405, 9, 169]","[1456, 1865]",
162,ROMANCE,80,Negative," It takes a demonic level of self - control to push himself upright , not whimpering at the drag of the apron across the head of his too - eager cock .",[405],"[496, 1456]",
162,ROMANCE,81,Neutral, At least he ’s got everything set up to make his work a bit easier .,[405],[1456],
162,ROMANCE,82,Negative," Truly , Crowley knows he would feel utterly bereft if Aziraphale actually stopped , he just wishes that he had n’t picked the day of Crowley ’s macaron Death Match .","[405, 9]","[1456, 1865, 515, 517]",
162,ROMANCE,83,Neutral, It ’s with trembling hands that Crowley begins scraping his batter into the piping bag .,[405],"[1456, 519]",
162,ROMANCE,84,Positive, The jug he ’s using to hold the bag upright wobbles each time he knocks it with the spatula .,[405],"[1456, 533]",
162,ROMANCE,85,Positive, He ’s terrified that it might fall and spill but Aziraphale ’s tongue feels incredible and all other thoughts are secondary .,"[9, 405]","[1865, 1456, 533]",
162,ROMANCE,86,Neutral," Crowley bought a silicon baking mat with the circles drawn on , hoping it would help with his spacing and tendency to oversize each blob .",[405],"[1456, 540]",
162,ROMANCE,87,Neutral," Drawing the baking tray over to him , Crowley realises that he ’s going to need all the help he can get .",[405],[1456],
162,ROMANCE,88,Negative, Aziraphale does n’t appear to be tiring and he ’s dropped one hand to tug gently at Crowley ’s balls .,"[197, 405]","[551, 1456, 1865]",
162,ROMANCE,89,Neutral," He takes another fortifying breath and picks up the piping bag , twisting the end closed in a deft motion .",[405],[1456],
162,ROMANCE,90,Negative," As soon as he lines up for the first swirl , Aziraphale pulls his sinful tongue away from Crowley ’s hole and kisses his way up Crowley ’s back to rest his chin on Crowley ’s shoulder .","[9, 202, 203, 204, 405]","[563, 1865, 1456]",
162,ROMANCE,93,Positive," Aziraphale says , appearing content to observe Crowley dispensing neat circles of batter .","[9, 405]","[1865, 1456]",
162,ROMANCE,94,Positive," Crowley is quite pleased with his technique , he ’s seen sloppier piping from professionals so he feels justified in a touch of pride .",[405],[1456],
162,ROMANCE,96,Negative," However , truth be told , Crowley is far less invested in the outcome of these macarons than he was when he started .",[405],[1456],
162,ROMANCE,97,Positive," Aziraphale ’s breath is warm and tickly by his ear and as Crowley pipes out his 24th and final circle , he turns to kiss Aziraphale ’s cheek .","[9, 405]","[1865, 1456, 612]",
162,ROMANCE,98,Neutral," “ Let me put the oven on to heat and then you ’ve got my undivided attention for half an hour , ” Crowley promises , between two kisses .",[405],"[1456, 623, 649, 627, 643]",
162,ROMANCE,99,Neutral, Aziraphale pouts but lets Crowley out of his hold to turn on the oven .,[405],[1456],
162,ROMANCE,100,Negative," Knowing when he ’s been beaten , Crowley steps out of his trousers and kicks them into a corner .",[405],"[1456, 640]",
162,ROMANCE,103,Positive," Crowley teases back , shivers of pleasure still running through him from the memory of Aziraphale ’s tongue in his most intimate places .","[405, 9]","[1456, 1865]",
162,ROMANCE,107,Positive, Aziraphale sounds so reasonable in his explanation that Crowley has to laugh .,"[9, 405]","[1865, 1456]",
162,ROMANCE,108,Positive," Aziraphale advances , catching Crowley ’s wrists and drawing their bodies together .","[9, 405]","[1865, 1456, 675]",
162,ROMANCE,110,Neutral, Crowley ’s breath catches in his throat as Aziraphale nudges his hip against Crowley ’s erection .,"[405, 9, 247]","[1456, 1865]",
162,ROMANCE,111,Positive," He ’s filled with a bone - deep need for Aziraphale , the constant ember that he carries fanned into an inferno by the attention and closeness .","[250, 405]","[1456, 1865]",
162,ROMANCE,112,Positive, Crowley slides one hand along Aziraphale ’s jaw and up into the hair behind his ear .,"[405, 255]","[1456, 701, 1865]",
162,ROMANCE,113,Negative," His fingers are sticky with sugar and egg whites , but his need to touch is too strong to be put off .",[405],[1456],
162,ROMANCE,114,Negative," “ C’mere , you impossible bastard , ” Crowley mutters , far too affectionate to cause any offence .",[405],"[1456, 763]",
