Fic number,Sentence number,Word,POS,IOB
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,Uriel,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,Sandalphon,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,Dagon,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,Hastur,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,Additional,NNP,-
0,1,Tags,NNP,-
0,1,:,:,-
0,1,She/Her,NNP,-
0,1,Pronouns,NNP,-
0,1,for,IN,-
0,1,Beelzebub,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,Ineffable,JJ,-
0,1,Bureaucracy,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,Ineffable,JJ,-
0,1,Husbands,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,People,NNPS,-
0,1,in,IN,-
0,1,Hell,NNP,-
0,1,are,VBP,-
0,1,being,VBG,-
0,1,shits,NNS,-
0,1,",",",",-
0,1,People,NNS,-
0,1,in,IN,-
0,1,Heaven,NNP,-
0,1,are,VBP,-
0,1,also,RB,-
0,1,rather,RB,-
0,1,shitty,JJ,-
0,1,",",",",-
0,1,Memory,NNP,-
0,1,Loss,NNP,-
0,1,",",",",-
0,1,Gabe,NNP,-
0,1,and,CC,-
0,1,Bee,NNP,-
0,1,are,VBP,-
0,1,not,RB,-
0,1,horrible,JJ,-
0,1,wankers,NNS,-
0,1,in,IN,-
0,1,this,DT,-
0,1,-,:,-
0,1,I,PRP,-
0,1,promise,VBP,-
0,1,",",",",-
0,1,Angst,NNP,-
0,1,with,IN,-
0,1,a,DT,-
0,1,Happy,JJ,-
0,1,Ending,NNP,-
0,1,",",",",-
0,1,Eventual,NNP,-
0,1,Romance,NNP,-
0,1,",",",",-
0,1,BAMF,NNP,-
0,1,Aziraphale,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,BAMF,NNP,-
0,1,Crowley,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,Just,NNP,-
0,1,about,IN,-
0,1,everyone,NN,-
0,1,in,IN,-
0,1,this,DT,-
0,1,fic,NN,-
0,1,is,VBZ,-
0,1,a,DT,-
0,1,badass,NN,-
0,1,son,NN,-
0,1,of,IN,-
0,1,a,DT,-
0,1,bitch,NN,-
0,1,",",",",-
0,1,A,DT,-
0,1,lot,NN,-
0,1,of,IN,-
0,1,demons,NNS,-
0,1,and,CC,-
0,1,angels,NNS,-
0,1,all,DT,-
0,1,around,RB,-
0,1,because,IN,-
0,1,that,DT,-
0,1,'s,VBZ,-
0,1,something,NN,-
0,1,I,PRP,-
0,1,do,VBP,-
0,1,apparently,RB,-
0,1,",",",",-
0,1,Fiends,NNS,-
0,1,with,IN,-
0,1,benefits,NNS,-
0,1,",",",",-
0,1,Lots,NNP,-
0,1,of,IN,-
0,1,innuendos,NN,-
0,1,because,IN,-
0,1,Crowley,NNP,-
0,1,is,VBZ,-
0,1,being,VBG,-
0,1,Crowley,NNP,-
0,1,",",",",-
0,1,The,DT,-
0,1,Dark,NNP,-
0,1,Council,NNP,-
0,1,(,(,-
0,1,Good,NNP,-
0,1,Omens,NNP,-
0,1,),),-
0,1,",",",",-
0,1,Badum,NNP,-
0,1,Tss,NNP,-
0,1,!,.,-
0,1,",",",",-
0,1,Other,JJ,-
0,1,Additional,NNP,-
0,1,Tags,NNP,-
0,1,to,TO,-
0,1,Be,VB,-
0,1,Added,VBN,-
0,1,Stats,NNP,-
0,1,:,:,-
0,1,Published,VBN,-
0,1,:,:,-
0,1,2020-01-12,JJ,-
0,1,Updated,VBN,-
0,1,:,:,-
0,1,2020-04-08,JJ,-
0,1,Chapters,NNS,-
0,1,:,:,-
0,1,14/,CD,-
0,1,?,.,-
0,2,Words,NNS,-
0,2,:,:,-
0,2,30096,CD,-
0,2,#,#,-
0,2,Something,VBG,-
0,2,to,TO,-
0,2,remember,VB,-
0,2,me,PRP,-
0,2,by,IN,-
0,2,by,IN,-
0,2,elf_on_the_shelf,NN,-
0,2,Summary,NNP,-
0,2,>,NN,-
0,2,After,IN,-
0,2,the,DT,-
0,2,averted,JJ,-
0,2,Apocalypse,NNP,-
0,2,both,DT,-
0,2,Heaven,NNP,-
0,2,and,CC,-
0,2,Hell,NNP,-
0,2,try,VB,-
0,2,to,TO,-
0,2,find,VB,-
0,2,a,DT,-
0,2,scapegoat,NN,-
0,2,.,.,-
0,3,>,NN,-
0,3,And,CC,-
0,3,since,IN,-
0,3,the,DT,-
0,3,supernatural,JJ,-
0,3,entities,NNS,-
0,3,actually,RB,-
0,3,responsible,JJ,-
0,3,for,IN,-
0,3,it,PRP,-
0,3,could,MD,-
0,3,n't,RB,-
0,3,be,VB,-
0,3,>,VBN,-
0,3,killed,VBN,-
0,3,with,IN,-
0,3,either,DT,-
0,3,Holy,NNP,-
0,3,Water,NNP,-
0,3,or,CC,-
0,3,Hellfire,NNP,-
0,3,",",",",-
0,3,they,PRP,-
0,3,had,VBD,-
0,3,to,TO,-
0,3,turn,VB,-
0,3,to,TO,-
0,3,the,DT,-
0,3,next,JJ,-
0,3,best,JJS,-
0,3,>,JJ,-
0,3,thing,NN,-
0,3,.,.,-
0,4,That,DT,-
0,4,meant,VBD,-
0,4,whoever,WP,-
0,4,they,PRP,-
0,4,thought,VBD,-
0,4,was,VBD,-
0,4,in,IN,-
0,4,charge,NN,-
0,4,of,IN,-
0,4,the,DT,-
0,4,whole,JJ,-
0,4,debacle,NN,-
0,4,.,.,-
0,5,>,NNS,-
0,5,So,NNP,-
0,5,-,:,-
0,5,not,RB,-
0,5,in,IN,-
0,5,so,RB,-
0,5,many,JJ,-
0,5,words,NNS,-
0,5,-,:,-
0,5,that,IN,-
0,5,meant,NN,-
0,5,Gabriel,NNP,-
0,5,and,CC,-
0,5,Beelzebub,NNP,-
0,5,.,.,-
0,6,Notes,NNS,-
0,6,>,VBP,-
0,6,Thanks,NNS,-
0,6,to,TO,-
0,6,the,DT,-
0,6,lovely,RB,-
0,6,HolRose,NNP,-
0,6,for,IN,-
0,6,beta-ing,NN,-
0,6,!,.,-
0,7,And,CC,-
0,7,for,IN,-
0,7,coming,VBG,-
0,7,up,RP,-
0,7,with,IN,-
0,7,the,DT,-
0,7,>,NNP,-
0,7,hilarious,JJ,-
0,7,'Fiends,NNS,-
0,7,with,IN,-
0,7,benefits,NNS,-
0,7,',POS,-
0,7,tag,NN,-
0,7,-,:,-
0,7,yup,NN,-
0,7,",",",",-
0,7,went,VBD,-
0,7,and,CC,-
0,7,put,VBD,-
0,7,it,PRP,-
0,7,right,RB,-
0,7,there,RB,-
0,7,in,IN,-
0,7,>,CC,-
0,7,the,DT,-
0,7,tags,NNS,-
0,7,:,:,-
0,7,D,NNP,-
0,7,>,NNP,-
0,7,>,NNP,-
0,7,All,NNP,-
0,7,of,IN,-
0,7,the,DT,-
0,7,chapter,NN,-
0,7,titles,NNS,-
0,7,are,VBP,-
0,7,going,VBG,-
0,7,to,TO,-
0,7,be,VB,-
0,7,named,VBN,-
0,7,after,IN,-
0,7,Queen,NNP,-
0,7,'s,POS,-
0,7,songs,NNS,-
0,7,because,IN,-
0,7,>,NN,-
0,7,I,PRP,-
0,7,'m,VBP,-
0,7,being,VBG,-
0,7,that,DT,-
0,7,extra,NN,-
0,7,.,.,-
0,8,>,JJ,-
0,8,>,NN,-
0,8,I,PRP,-
0,8,'m,VBP,-
0,8,not,RB,-
0,8,even,RB,-
0,8,sorry,VB,-
0,8,about,IN,-
0,8,the,DT,-
0,8,songs,NNS,-
0,8,thing,NN,-
0,8,.,.,-
0,9,I,PRP,-
0,9,know,VBP,-
0,9,this,DT,-
0,9,is,VBZ,-
0,9,a,DT,-
0,9,Bee/Gabe,NNP,-
0,9,fic,NN,-
0,9,but,CC,-
0,9,>,VBZ,-
0,9,the,DT,-
0,9,husbands,NNS,-
0,9,will,MD,-
0,9,appear,VB,-
0,9,in,IN,-
0,9,it,PRP,-
0,9,an,DT,-
0,9,awful,JJ,-
0,9,lot,NN,-
0,9,.,.,-
0,10,So,RB,-
0,10,here,RB,-
0,10,'s,VBZ,-
0,10,to,TO,-
0,10,you,PRP,-
0,10,",",",",-
0,10,Crowley,NNP,-
0,10,",",",",-
0,10,my,PRP$,-
0,10,>,JJ,-
0,10,good,JJ,-
0,10,sir,NN,-
0,10,.,.,-
0,11,#,#,-
0,11,#,#,-
0,11,Under,IN,-
0,11,pressure,NN,-
0,11,Chapter,NN,-
0,11,Notes,NNP,-
0,11,See,NNP,-
0,11,the,DT,-
0,11,end,NN,-
0,11,of,IN,-
0,11,the,DT,-
0,11,chapter,NN,-
0,11,for,IN,-
0,11,notes,NNS,-
0,11,Beelzebub,NNP,-
0,11,was,VBD,-
0,11,sprawled,VBN,-
0,11,on,IN,-
0,11,a,DT,-
0,11,bench,NN,-
0,11,in,IN,-
0,11,St,NNP,-
0,11,James,NNP,-
0,11,and,CC,-
0,11,was,VBD,-
0,11,staring,VBG,-
0,11,absentmindedly,RB,-
0,11,at,IN,-
0,11,the,DT,-
0,11,lake,NN,-
0,11,.,.,-
0,12,Every,DT,-
0,12,now,RB,-
0,12,and,CC,-
0,12,then,RB,-
0,12,she,PRP,-
0,12,â,VBD,-
0,12,d,JJ,-
0,12,try,NN,-
0,12,skipping,VBG,-
0,12,stones,NNS,-
0,12,across,IN,-
0,12,it,PRP,-
0,12,.,.,-
0,13,More,JJR,-
0,13,than,IN,-
0,13,half,NN,-
0,13,of,IN,-
0,13,those,DT,-
0,13,times,NNS,-
0,13,she,PRP,-
0,13,managed,VBD,-
0,13,to,TO,-
0,13,hit,VB,-
0,13,a,DT,-
0,13,duck,NN,-
0,13,.,.,-
0,14,_Maybe,RB,-
0,14,that,DT,-
0,14,was,VBD,-
0,14,the,DT,-
0,14,plan,NN,-
0,14,all,DT,-
0,14,along._,VBP,-
0,14,The,DT,-
0,14,ducks,NNS,-
0,14,in,IN,-
0,14,question,NN,-
0,14,",",",",-
0,14,being,VBG,-
0,14,by,IN,-
0,14,now,RB,-
0,14,very,RB,-
0,14,accustomed,JJ,-
0,14,to,TO,-
0,14,demonic,JJ,-
0,14,energy,NN,-
0,14,",",",",-
0,14,took,VBD,-
0,14,a,DT,-
0,14,longer,JJR,-
0,14,time,NN,-
0,14,than,IN,-
0,14,necessary,JJ,-
0,14,to,TO,-
0,14,actually,RB,-
0,14,swim,VB,-
0,14,away,RP,-
0,14,.,.,-
0,15,Usually,RB,-
0,15,there,EX,-
0,15,would,MD,-
0,15,be,VB,-
0,15,bread,VBN,-
0,15,and,CC,-
0,15,not,RB,-
0,15,pebbles,NNS,-
0,15,thrown,VBN,-
0,15,at,IN,-
0,15,them,PRP,-
0,15,.,.,-
0,16,Of,IN,-
0,16,course,NN,-
0,16,",",",",-
0,16,they,PRP,-
0,16,would,MD,-
0,16,be,VB,-
0,16,ducked,VBN,-
0,16,â,JJ,-
0,16,_hah_,NNP,-
0,16,â,NNP,-
0,16,under,IN,-
0,16,every,DT,-
0,16,now,RB,-
0,16,and,CC,-
0,16,again,RB,-
0,16,but,CC,-
0,16,if,IN,-
0,16,that,DT,-
0,16,meant,VBD,-
0,16,getting,VBG,-
0,16,all,DT,-
0,16,of,IN,-
0,16,that,DT,-
0,16,free,JJ,-
0,16,bread,NN,-
0,16,they,PRP,-
0,16,were,VBD,-
0,16,up,RB,-
0,16,for,IN,-
0,16,it,PRP,-
0,16,.,.,-
0,17,The,DT,-
0,17,pebbles,NNS,-
0,17,though,IN,-
0,17,",",",",-
0,17,they,PRP,-
0,17,didn,VBP,-
0,17,â,JJ,-
0,17,t,NN,-
0,17,care,NN,-
0,17,for,IN,-
0,17,them,PRP,-
0,17,that,DT,-
0,17,much,RB,-
0,17,.,.,-
0,18,Beelzebub,NNP,-
0,18,continued,VBD,-
0,18,to,TO,-
0,18,stare,VB,-
0,18,at,IN,-
0,18,the,DT,-
0,18,lake,NN,-
0,18,long,RB,-
0,18,after,IN,-
0,18,the,DT,-
0,18,last,JJ,-
0,18,of,IN,-
0,18,the,DT,-
0,18,ducks,NNS,-
0,18,was,VBD,-
0,18,gone,VBN,-
0,18,.,.,-
0,19,She,PRP,-
0,19,had,VBD,-
0,19,failed,VBN,-
0,19,.,.,-
0,20,Everything,VBG,-
0,20,that,IN,-
0,20,they,PRP,-
0,20,had,VBD,-
0,20,been,VBN,-
0,20,preparing,VBG,-
0,20,for,IN,-
0,20,for,IN,-
0,20,millennia,NN,-
0,20,now,RB,-
0,20,had,VBD,-
0,20,all,DT,-
0,20,been,VBN,-
0,20,for,IN,-
0,20,nothing,NN,-
0,20,.,.,-
0,21,She,PRP,-
0,21,felt,VBD,-
0,21,useless,JJ,-
0,21,.,.,-
0,22,Powerless,NN,-
0,22,.,.,-
0,23,_A,JJ,-
0,23,joke_,NN,-
0,23,.,.,-
0,24,And,CC,-
0,24,it,PRP,-
0,24,wasn,VBD,-
0,24,â,NNP,-
0,24,t,NN,-
0,24,as,IN,-
0,24,if,IN,-
0,24,she,PRP,-
0,24,was,VBD,-
0,24,the,DT,-
0,24,only,JJ,-
0,24,one,NN,-
0,24,who,WP,-
0,24,saw,VBD,-
0,24,herself,PRP,-
0,24,that,DT,-
0,24,way,NN,-
0,24,.,.,-
0,25,She,PRP,-
0,25,could,MD,-
0,25,hear,VB,-
0,25,the,DT,-
0,25,whispers,NNS,-
0,25,and,CC,-
0,25,the,DT,-
0,25,comments,NNS,-
0,25,around,IN,-
0,25,every,DT,-
0,25,corner,NN,-
0,25,back,RB,-
0,25,Downstairs,NNP,-
0,25,.,.,-
0,26,She,PRP,-
0,26,was,VBD,-
0,26,being,VBG,-
0,26,judged,VBN,-
0,26,.,.,-
0,27,And,CC,-
0,27,quite,RB,-
0,27,harshly,RB,-
0,27,.,.,-
0,28,So,RB,-
0,28,much,RB,-
0,28,so,IN,-
0,28,that,IN,-
0,28,she,PRP,-
0,28,preferred,VBD,-
0,28,staying,VBG,-
0,28,up,RP,-
0,28,on,IN,-
0,28,Earth,NN,-
0,28,for,IN,-
0,28,the,DT,-
0,28,moment,NN,-
0,28,.,.,-
0,29,She,PRP,-
0,29,had,VBD,-
0,29,a,DT,-
0,29,really,RB,-
0,29,bad,JJ,-
0,29,feeling,VBG,-
0,29,about,IN,-
0,29,something,NN,-
0,29,brewing,NN,-
0,29,just,RB,-
0,29,under,IN,-
0,29,the,DT,-
0,29,surface,NN,-
0,29,and,CC,-
0,29,â,VB,-
0,29,even,RB,-
0,29,if,IN,-
0,29,something,NN,-
0,29,bad,JJ,-
0,29,brewing,NN,-
0,29,under,IN,-
0,29,the,DT,-
0,29,surface,NN,-
0,29,was,VBD,-
0,29,something,NN,-
0,29,she,PRP,-
0,29,should,MD,-
0,29,be,VB,-
0,29,happy,JJ,-
0,29,about,IN,-
0,29,â,NN,-
0,29,she,PRP,-
0,29,found,VBD,-
0,29,herself,PRP,-
0,29,rather,RB,-
0,29,scared,VBD,-
0,29,.,.,-
0,30,Dagon,NNP,-
0,30,was,VBD,-
0,30,the,DT,-
0,30,only,JJ,-
0,30,one,CD,-
0,30,of,IN,-
0,30,the,DT,-
0,30,lot,NN,-
0,30,that,IN,-
0,30,she,PRP,-
0,30,could,MD,-
0,30,trust,VB,-
0,30,.,.,-
0,31,And,CC,-
0,31,even,RB,-
0,31,Dagon,NNP,-
0,31,-,:,-
0,31,on,IN,-
0,31,the,DT,-
0,31,few,JJ,-
0,31,occasions,NNS,-
0,31,when,WRB,-
0,31,they,PRP,-
0,31,got,VBD,-
0,31,to,TO,-
0,31,communicate,VB,-
0,31,-,:,-
0,31,instructed,VBN,-
0,31,her,PRP$,-
0,31,to,TO,-
0,31,keep,VB,-
0,31,well,RB,-
0,31,away,RB,-
0,31,for,IN,-
0,31,the,DT,-
0,31,moment,NN,-
0,31,.,.,-
0,32,So,IN,-
0,32,she,PRP,-
0,32,got,VBD,-
0,32,a,DT,-
0,32,flat,JJ,-
0,32,in,IN,-
0,32,London,NNP,-
0,32,instead,RB,-
0,32,.,.,-
0,33,Not,RB,-
0,33,that,IN,-
0,33,it,PRP,-
0,33,much,RB,-
0,33,mattered,VBD,-
0,33,anymore,RB,-
0,33,",",",",-
0,33,but,CC,-
0,33,she,PRP,-
0,33,did,VBD,-
0,33,some,DT,-
0,33,research,NN,-
0,33,about,IN,-
0,33,which,WDT,-
0,33,particular,JJ,-
0,33,area,NN,-
0,33,would,MD,-
0,33,look,VB,-
0,33,more,JJR,-
0,33,demonic,JJ,-
0,33,.,.,-
0,34,So,IN,-
0,34,she,PRP,-
0,34,settled,VBD,-
0,34,for,IN,-
0,34,Whitechapel,NNP,-
0,34,.,.,-
0,35,_Nothing,VBG,-
0,35,screams,NNS,-
0,35,more,RBR,-
0,35,Hellish,JJ,-
0,35,like,IN,-
0,35,the,DT,-
0,35,infamy,NN,-
0,35,of,IN,-
0,35,a,DT,-
0,35,serial,JJ,-
0,35,killer_,NN,-
0,35,",",",",-
0,35,she,PRP,-
0,35,thought,VBD,-
0,35,.,.,-
0,36,It,PRP,-
0,36,was,VBD,-
0,36,on,IN,-
0,36,a,DT,-
0,36,small,JJ,-
0,36,and,CC,-
0,36,dark,JJ,-
0,36,alley,NN,-
0,36,and,CC,-
0,36,it,PRP,-
0,36,was,VBD,-
0,36,a,DT,-
0,36,rental,JJ,-
0,36,with,IN,-
0,36,a,DT,-
0,36,very,RB,-
0,36,shitty,JJ,-
0,36,lease,NN,-
0,36,.,.,-
0,37,And,CC,-
0,37,it,PRP,-
0,37,was,VBD,-
0,37,the,DT,-
0,37,basement,NN,-
0,37,",",",",-
0,37,of,IN,-
0,37,course,NN,-
0,37,.,.,-
0,38,But,CC,-
0,38,it,PRP,-
0,38,still,RB,-
0,38,seemed,VBD,-
0,38,altogether,RB,-
0,38,human,JJ,-
0,38,.,.,-
0,39,_Too,RB,-
0,39,much,JJ,-
0,39,so_,NN,-
0,39,.,.,-
0,40,The,DT,-
0,40,people,NNS,-
0,40,upstairs,VBP,-
0,40,â,MD,-
0,40,not,RB,-
0,40,_Upstairs_,VB,-
0,40,upstairs,JJ,-
0,40,â,NN,-
0,40,just,RB,-
0,40,the,DT,-
0,40,other,JJ,-
0,40,tenants,NNS,-
0,40,of,IN,-
0,40,the,DT,-
0,40,house,NN,-
0,40,had,VBD,-
0,40,tried,VBN,-
0,40,being,VBG,-
0,40,friendly,JJ,-
0,40,and,CC,-
0,40,inviting,VBG,-
0,40,her,PRP$,-
0,40,over,NN,-
0,40,for,IN,-
0,40,supper,NN,-
0,40,.,.,-
0,41,She,PRP,-
0,41,had,VBD,-
0,41,snapped,VBN,-
0,41,at,IN,-
0,41,them,PRP,-
0,41,and,CC,-
0,41,told,VBD,-
0,41,them,PRP,-
0,41,she,PRP,-
0,41,was,VBD,-
0,41,a,DT,-
0,41,literal,JJ,-
0,41,demon,NN,-
0,41,and,CC,-
0,41,that,IN,-
0,41,she,PRP,-
0,41,would,MD,-
0,41,be,VB,-
0,41,better,JJR,-
0,41,left,VBN,-
0,41,alone,RB,-
0,41,.,.,-
0,42,She,PRP,-
0,42,got,VBD,-
0,42,a,DT,-
0,42,cheerful,JJ,-
0,42,laugh,NN,-
0,42,out,IN,-
0,42,of,IN,-
0,42,that,DT,-
0,42,and,CC,-
0,42,a,DT,-
0,42,very,RB,-
0,42,giggly,RB,-
0,42,_,JJ,-
0,42,â,NNP,-
0,42,Oh,NNP,-
0,42,",",",",-
0,42,you,PRP,-
0,42,â,VBP,-
0,42,_,NNS,-
0,42,.,.,-
0,43,_Ha,NN,-
0,43,.,.,-
0,44,Bloody,NN,-
0,44,.,.,-
0,45,Ha._,NNP,-
0,45,She,PRP,-
0,45,couldn,VBD,-
0,45,â,NNP,-
0,45,t,VBD,-
0,45,even,RB,-
0,45,properly,RB,-
0,45,terrify,VB,-
0,45,meek,JJ,-
0,45,mortals,NNS,-
0,45,now,RB,-
0,45,.,.,-
0,46,Fucking,VBG,-
0,46,great,JJ,-
0,46,.,.,-
0,47,_What,IN,-
0,47,a,DT,-
0,47,time,NN,-
0,47,to,TO,-
0,47,be,VB,-
0,47,alive_,RB,-
0,47,.,.,-
0,48,She,PRP,-
0,48,wanted,VBD,-
0,48,to,TO,-
0,48,rip,VB,-
0,48,Crowley,NNP,-
0,48,â,NNP,-
0,48,s,VBD,-
0,48,head,NN,-
0,48,off,IN,-
0,48,.,.,-
0,49,It,PRP,-
0,49,was,VBD,-
0,49,all,DT,-
0,49,his,PRP$,-
0,49,fault,NN,-
0,49,.,.,-
0,50,She,PRP,-
0,50,also,RB,-
0,50,wanted,VBD,-
0,50,to,TO,-
0,50,actually,RB,-
0,50,be,VB,-
0,50,able,JJ,-
0,50,to,TO,-
0,50,ask,VB,-
0,50,Crowley,NNP,-
0,50,how,WRB,-
0,50,in,IN,-
0,50,Satan,NNP,-
0,50,â,NNP,-
0,50,s,VBD,-
0,50,name,NN,-
0,50,was,VBD,-
0,50,he,PRP,-
0,50,able,JJ,-
0,50,to,TO,-
0,50,manage,VB,-
0,50,it,PRP,-
0,50,.,.,-
0,51,All,PDT,-
0,51,those,DT,-
0,51,centuries,NNS,-
0,51,.,.,-
0,52,Alone,RB,-
0,52,up,RB,-
0,52,here,RB,-
0,52,.,.,-
0,53,She,PRP,-
0,53,felt,VBD,-
0,53,like,IN,-
0,53,she,PRP,-
0,53,was,VBD,-
0,53,running,VBG,-
0,53,mad,NN,-
0,53,.,.,-
0,54,Not,RB,-
0,54,that,DT,-
0,54,Hell,NNP,-
0,54,was,VBD,-
0,54,much,RB,-
0,54,better,JJR,-
0,54,.,.,-
0,55,_It,NN,-
0,55,was,VBD,-
0,55,Hell,NNP,-
0,55,after,IN,-
0,55,all_,NN,-
0,55,.,.,-
0,56,But,CC,-
0,56,at,IN,-
0,56,least,JJS,-
0,56,it,PRP,-
0,56,was,VBD,-
0,56,something,NN,-
0,56,she,PRP,-
0,56,had,VBD,-
0,56,known,VBN,-
0,56,for,IN,-
0,56,thousands,NNS,-
0,56,of,IN,-
0,56,years,NNS,-
0,56,.,.,-
0,57,_It,NN,-
0,57,was,VBD,-
0,57,familiar_,VBN,-
0,57,.,.,-
0,58,But,CC,-
0,58,most,JJS,-
0,58,of,IN,-
0,58,all,DT,-
0,58,",",",",-
0,58,she,PRP,-
0,58,wanted,VBD,-
0,58,that,IN,-
0,58,son,NN,-
0,58,of,IN,-
0,58,a,DT,-
0,58,bitch,NN,-
0,58,Lucifer,NNP,-
0,58,to,TO,-
0,58,snap,VB,-
0,58,out,IN,-
0,58,of,IN,-
0,58,his,PRP$,-
0,58,sulk,NN,-
0,58,and,CC,-
0,58,actually,RB,-
0,58,take,VB,-
0,58,her,PRP$,-
0,58,side,NN,-
0,58,in,IN,-
0,58,front,NN,-
0,58,of,IN,-
0,58,all,PDT,-
0,58,those,DT,-
0,58,useless,JJ,-
0,58,minions,NNS,-
0,58,.,.,-
0,59,They,PRP,-
0,59,would,MD,-
0,59,be,VB,-
0,59,on,IN,-
0,59,the,DT,-
0,59,verge,NN,-
0,59,of,IN,-
0,59,a,DT,-
0,59,bloody,JJ,-
0,59,revolution,NN,-
0,59,if,IN,-
0,59,he,PRP,-
0,59,didn,VBZ,-
0,59,â,CC,-
0,59,t,JJ,-
0,59,get,VB,-
0,59,his,PRP$,-
0,59,shit,NN,-
0,59,together,RB,-
0,59,.,.,-
0,60,It,PRP,-
0,60,had,VBD,-
0,60,been,VBN,-
0,60,them,PRP,-
0,60,two,CD,-
0,60,from,IN,-
0,60,the,DT,-
0,60,very,RB,-
0,60,beginning,NN,-
0,60,.,.,-
0,61,They,PRP,-
0,61,were,VBD,-
0,61,the,DT,-
0,61,very,RB,-
0,61,first,JJ,-
0,61,two,CD,-
0,61,.,.,-
0,62,And,CC,-
0,62,it,PRP,-
0,62,had,VBD,-
0,62,been,VBN,-
0,62,gut-wrenching,JJ,-
0,62,and,CC,-
0,62,miserable,JJ,-
0,62,and,CC,-
0,62,it,PRP,-
0,62,had,VBD,-
0,62,hurt,VBN,-
0,62,.,.,-
0,63,And,CC,-
0,63,they,PRP,-
0,63,had,VBD,-
0,63,held,VBN,-
0,63,each,DT,-
0,63,other,JJ,-
0,63,and,CC,-
0,63,sobbed,VBN,-
0,63,as,IN,-
0,63,their,PRP$,-
0,63,wings,NNS,-
0,63,burned,VBN,-
0,63,to,TO,-
0,63,ashes,NNS,-
0,63,.,.,-
0,64,Then,RB,-
0,64,it,PRP,-
